,AreaKey,Latitude,Longitud,TotPop90,PctRural,PctBach,PctEld,PctFB,PctPov,PctBlack,TotPop90_CTD,PctRural_CTD,PctBach_CTD,PctEld_CTD,PctFB_CTD,PctPov_CTD,PctBlack_CTD,ID,X,Y
18,13037,31.52793,-84.61891,5013,100,10.1,15.94,0.1,31.8,58.89,-0.428421905,1.103876,-0.149174,1.367322,-0.836686,1.723136,1.817737,149,724741.2,3492653
19,13039,30.91895,-81.63783,30167,47.1,13.5,4.78,2.14,11.5,20.19,-0.126816119,-0.854366,0.449514,-2.266392,0.81862,-1.084419,-0.415701,165,1008480,3437933
20,13043,32.40134,-82.07498,7744,52.1,9.9,13.8,0.96,24.1,30.94,-0.395676203,-0.669277,-0.18439,0.670535,-0.138861,0.658201,0.204698,102,964264.9,3598842
21,13045,33.58276,-85.07903,71422,68.5,12,9.66,0.85,14.4,15.46,0.367846628,-0.062185,0.185387,-0.677456,-0.228117,-0.683339,-0.688677,46,678778.6,3713250
22,13047,34.90222,-85.13643,42464,43.6,8.1,10.73,0.39,12,0.91,0.020629471,-0.983929,-0.501343,-0.329062,-0.601373,-1.015267,-1.528381,5,670055.9,3862318
23,13049,30.7789,-82.13993,8496,100,6.4,9.66,0.42,18.3,27.05,-0.386659444,1.103876,-0.800686,-0.677456,-0.57703,-0.143957,-0.0198,170,962612.3,3432769
24,13051,31.9684,-81.08524,216935,5.1,18.6,12.07,2.05,17.2,38.02,2.112601451,-2.409115,1.347545,0.107244,0.745592,-0.296091,0.613296,119,1059706,3556747
25,13053,32.34755,-84.7878,16934,13.7,20.2,1.46,6.74,10.4,30.94,-0.285484695,-2.090761,1.629281,-3.34739,4.551173,-1.236552,0.204698,103,704959.2,3577608
26,13055,34.47663,-85.34577,22242,77.4,5.9,14.22,0.11,14.6,8.61,-0.221839807,0.267273,-0.888729,0.807287,-0.828572,-0.655679,-1.084002,17,653026.6,3813760
27,13057,34.24453,-84.4743,90204,57.8,18.4,6.71,1.57,6.1,1.77,0.593049772,-0.458276,1.312328,-1.637981,0.356108,-1.831256,-1.478749,25,734240.9,3794110
28,13059,33.95197,-83.36602,87594,17.6,37.5,8.04,4.47,27,26.23,0.561754904,-1.946392,4.675544,-1.204931,2.709239,1.05928,-0.067123,38,832508.6,3762905
29,13061,31.62109,-84.99295,3364,100,11.2,16.62,0.45,35.7,60.76,-0.448194027,1.103876,0.044519,1.588731,-0.552687,2.262518,1.925658,144,695793.9,3495219
30,13063,33.54255,-84.35703,182052,4.4,14.7,5.55,4.23,8.6,23.82,1.694341347,-2.435027,0.660816,-2.015679,2.514497,-1.485498,-0.206208,54,745538.8,3711726
31,13065,30.91758,-82.70284,6160,58.6,6.7,10.52,0.11,26.4,27.29,-0.41466895,-0.428662,-0.747861,-0.397439,-0.828572,0.976299,-0.005949,164,908046.1,3428340
32,13067,33.94176,-84.57701,447745,5.8,33,6.08,4.12,5.6,9.84,4.880098931,-2.383202,3.883163,-1.84311,2.425241,-1.900407,-1.013016,36,724646.8,3757187
33,13069,31.54693,-82.85147,29592,64.6,11.1,10.52,1.49,22.5,25.46,-0.133710582,-0.206555,0.026911,-0.397439,0.291194,0.436916,-0.111561,143,894463.9,3492465
34,13071,31.1865,-83.76833,36645,59.4,10,13.22,3.01,22.8,24.16,-0.049142497,-0.399047,-0.166782,0.481686,1.524559,0.478407,-0.186586,161,808691.8,3455994
35,13073,33.54858,-82.26123,66031,30.6,23.9,5.5,3.49,6.6,10.93,0.303206539,-1.46516,2.280794,-2.031959,1.914043,-1.762104,-0.950111,52,942527.9,3722100
36,13075,31.15478,-83.43077,13456,62,6.5,13.14,1.89,22.4,29.94,-0.327187205,-0.302801,-0.783078,0.455638,0.615764,0.423086,0.146987,160,839816.1,3449007
37,13077,33.35261,-84.7626,53853,76.1,13.3,9.85,0.8,11.4,22.59,0.157187803,0.21915,0.414297,-0.615592,-0.268689,-1.098249,-0.277193,62,705457.9,3694344
38,13079,32.70982,-83.97968,8991,100,5.7,9.21,1.01,14,30.66,-0.380724211,1.103876,-0.923946,-0.823977,-0.09829,-0.738661,0.188539,89,783416.5,3623343
39,13081,31.9254,-83.77159,20011,48.4,10,12.47,0.3,29,40.66,-0.248590325,-0.806243,-0.166782,0.237484,-0.674401,1.335887,0.765655,128,805648.4,3537103
40,13083,34.85462,-85.50471,13147,96.5,8,10.35,0.75,14.6,0.35,-0.33089223,0.974314,-0.518951,-0.452791,-0.30926,-0.655679,-1.560699,9,635964.3,3854592
41,13085,34.44001,-84.17119,9429,100,8.6,8.89,0.59,12.8,0.29,-0.375472428,1.103876,-0.4133,-0.92817,-0.439088,-0.904624,-1.564162,16,764386.1,3812502
42,13087,30.87876,-84.57963,25511,58,11.7,13.02,1.54,23.3,39.47,-0.182643285,-0.450872,0.132562,0.416565,0.331765,0.547559,0.696978,166,732628.4,3421800
43,13089,33.77095,-84.22701,545837,2.5,32.7,8.13,6.69,9.9,42.23,6.056258382,-2.505361,3.830338,-1.175627,4.510601,-1.305704,0.856262,41,759231.9,3735253
44,13091,32.17328,-83.16624,17607,70.7,8,13.13,0.34,21.8,27.64,-0.277415176,0.019254,-0.518951,0.452382,-0.641944,0.340104,0.01425,109,860451.4,3569933
45,13093,32.16092,-83.79837,9901,72.6,9.5,13.76,0.5,32.9,48.98,-0.369812973,0.089588,-0.254824,0.657511,-0.512116,1.875269,1.245815,116,800031.3,3564188
46,13095,31.53832,-84.21578,96311,10,17,9.66,0.94,24.4,50.15,0.666274966,-2.227727,1.06581,-0.677456,-0.155089,0.699692,1.313338,148,764116.9,3494367
47,13097,33.7003,-84.76729,71120,26.7,12,6.68,1.34,6.6,7.63,0.364225536,-1.60953,0.185387,-1.647749,0.169481,-1.762104,-1.140559,47,707288.7,3731361
48,13099,31.33042,-84.9092,11854,52.8,9.4,14.86,0.24,31.4,44.09,-0.346395779,-0.643365,-0.272433,1.015672,-0.723086,1.667814,0.963606,152,703495.1,3467152
49,13101,30.7167,-82.89896,2334,100,4.7,9.77,1.63,14.6,11.48,-0.460544109,1.103876,-1.10003,-0.64164,0.404794,-0.655679,-0.918369,173,896654,3401148
50,13103,32.37038,-81.34348,25687,89.1,7.6,7.87,0.69,12.7,14.03,-0.18053298,0.700382,-0.589385,-1.260283,-0.357945,-0.918455,-0.771205,99,1031899,3596117
51,13105,34.115,-82.83977,18949,70,8,13.78,0.84,19.7,29.99,-0.261324098,-0.006659,-0.518951,0.664023,-0.236232,0.049667,0.149872,28,879541.2,3785425
52,13107,32.58694,-82.30417,20546,64.2,9.1,13.32,0.41,25.7,32.58,-0.242175476,-0.221362,-0.325258,0.514246,-0.585144,0.879486,0.299345,90,943066.2,3616602
53,13109,32.15807,-81.89087,8724,100,8.6,13,0.48,25.4,33.88,-0.38392564,1.103876,-0.4133,0.410053,-0.528344,0.837995,0.37437,117,981727.8,3571315
54,13111,34.86415,-84.31928,15992,100,7.8,17.3,0.58,17.2,0.03,-0.296779625,1.103876,-0.554168,1.81014,-0.447202,-0.296091,-1.579167,4,739255.8,3866604
55,13113,33.41496,-84.49289,62415,53.9,25.8,6.99,2.85,2.6,5.13,0.259849358,-0.602645,2.615354,-1.546813,1.394731,-2.315317,-1.284838,58,731468.7,3700612
56,13115,34.2633,-85.21503,81251,36.1,13.7,13.84,1.09,13.6,13.56,0.485699982,-1.261562,0.484731,0.683559,-0.033376,-0.793982,-0.798329,18,662257.4,3789664
57,13117,34.22378,-84.12672,44083,93.7,15.6,8.38,1.17,6.8,0,0.040041881,0.870664,0.819292,-1.094226,0.031538,-1.734443,-1.580898,26,765397.3,3789005
58,13119,34.37329,-83.22767,16650,87.2,9.5,14.59,0.44,16.5,9.89,-0.288889961,0.630048,-0.254824,0.92776,-0.560801,-0.392903,-1.010131,20,845701.3,3813323
59,13121,33.7894,-84.46716,648951,4.2,31.6,9.63,4.13,18.4,49.92,7.292633474,-2.442431,3.636645,-0.687224,2.433355,-0.130127,1.300064,31,733728.4,3733248
60,13123,34.68824,-84.45786,13368,100,8.6,12.91,0.45,16.6,0.26,-0.328242358,1.103876,-0.4133,0.380749,-0.552687,-0.379072,-1.565893,10,732702.3,3844809
61,13125,33.23108,-82.60694,2357,100,5.3,13.28,0.42,16.8,12.69,-0.46026833,1.103876,-0.99438,0.501222,-0.57703,-0.351412,-0.848538,69,908386.8,3685752
62,13127,31.21695,-81.49423,62496,20.3,19.9,13.2,1.37,14.3,25.57,0.260820578,-1.846444,1.576455,0.475174,0.193823,-0.69717,-0.105213,156,1023411,3471063
63,13129,34.50423,-84.87158,35072,79.7,9.2,10.09,0.64,11.1,3.78,-0.06800335,0.352414,-0.30765,-0.537448,-0.398517,-1.13974,-1.362748,15,695325.1,3822135
64,13131,30.87507,-84.23294,20279,55.4,7.7,13.84,0.74,22.3,31.5,-0.245376905,-0.547119,-0.571777,0.683559,-0.317374,0.409256,0.237017,167,765058.1,3421817
65,13133,33.58125,-83.16757,11793,75.7,8.8,13.49,0.5,25.1,49.89,-0.347127192,0.204343,-0.378083,0.569598,-0.512116,0.796504,1.298333,49,855577.3,3722330
66,13135,33.95895,-84.0251,352910,13.6,29.6,4.51,5.05,4,5.11,3.742992118,-2.094463,3.284476,-2.354305,3.179865,-2.121692,-1.285992,32,772634.6,3764306
67,13137,34.63045,-83.52933,27621,88.5,12,12.31,2.92,11.6,5.42,-0.157343603,0.678171,0.185387,0.185388,1.451531,-1.070588,-1.268101,11,818917.1,3839931
68,13139,34.31584,-83.82089,95428,81.1,15.4,10.25,4.6,10.6,8.48,0.655687469,0.404239,0.784075,-0.485351,2.814724,-1.208891,-1.091504,21,794419.5,3803344
69,13141,33.26958,-83.00084,8908,100,6.8,12.39,0.27,30.1,79.64,-0.381719411,1.103876,-0.730253,0.211436,-0.698744,1.48802,3.015253,64,873518.8,3689861
70,13143,33.79101,-85.209,21966,67.8,7.5,12.62,0.69,14.4,6.47,-0.22514915,-0.088098,-0.606993,0.286325,-0.357945,-0.683339,-1.207504,44,665933.8,3740622
71,13145,32.74074,-84.90607,17788,95.8,13.6,13,1.11,13.7,25.49,-0.275244919,0.948401,0.467122,0.410053,-0.017147,-0.780152,-0.10983,88,695500.6,3624790
72,13147,34.35335,-82.95916,19712,73.8,9.1,15.08,0.32,14.2,20.41,-0.252175445,0.134009,-0.325258,1.087305,-0.658172,-0.711,-0.403005,22,870749.9,3810303
73,13149,33.29966,-85.12921,8628,100,5.7,12.03,0.35,19.1,13.38,-0.385076715,1.103876,-0.923946,0.09422,-0.63383,-0.033315,-0.808717,66,675280.4,3685569
74,13151,33.4561,-84.1554,58741,76,10.7,7.77,0.98,6.1,10.24,0.215796736,0.215448,-0.043523,-1.292843,-0.122632,-1.831256,-0.989932,55,763488.4,3699716
75,13153,32.45833,-83.66835,89208,20.9,16,7.3,2.25,10.6,21.8,0.581107362,-1.824233,0.889725,-1.445876,0.907877,-1.208891,-0.322786,95,814118.9,3590553
76,13155,31.60234,-83.27429,8649,63.4,8.3,14.45,0.15,27.2,30.5,-0.384824917,-0.250976,-0.466126,0.882176,-0.796115,1.086941,0.179305,145,855461.8,3506293
77,13157,34.13332,-83.56274,30005,78,9,11.23,0.62,14.1,9.58,-0.128758559,0.289484,-0.342867,-0.166262,-0.414745,-0.72483,-1.028021,27,815753.1,3783949
78,13159,33.3163,-83.68734,8453,100,10.8,13.12,0.99,17.4,34.8,-0.38717503,1.103876,-0.025914,0.449126,-0.114518,-0.26843,0.427465,61,807249.1,3695092
79,13161,31.80159,-82.63599,12032,65.1,8.3,10.53,0.64,18.8,15.36,-0.344261493,-0.188046,-0.466126,-0.394183,-0.398517,-0.074805,-0.694448,131,915741.9,3530869
80,13163,33.05398,-82.4153,17408,100,6.2,13.36,0.4,31.3,55.92,-0.27980126,1.103876,-0.835903,0.52727,-0.593258,1.653984,1.646334,70,924108.1,3668080
81,13165,32.78866,-81.96042,8247,53.8,7.7,13.1,0.21,27.8,41.51,-0.389645046,-0.606347,-0.571777,0.442613,-0.747429,1.169923,0.81471,84,970465.7,3640263
82,13167,32.70222,-82.65617,8329,100,4.9,13.86,0.29,22.2,33.89,-0.388661836,1.103876,-1.064813,0.690071,-0.682515,0.395425,0.374947,91,908636.7,3624562
83,13169,33.02648,-83.5661,20739,81.9,12,8.54,0.52,10.8,25.6,-0.239861335,0.433853,0.185387,-1.04213,-0.495888,-1.181231,-0.103482,80,821367.1,3660143
84,13171,33.073,-84.13522,13038,63.6,10,12.62,0.34,16.3,34.03,-0.33219918,-0.243573,-0.166782,0.286325,-0.641944,-0.420563,0.383027,77,766461.7,3663959
85,13173,31.03705,-83.06327,5531,100,5.4,10.83,0.85,25.9,26.58,-0.422210893,1.103876,-0.976771,-0.296502,-0.228117,0.907147,-0.046924,163,873804.3,3439981
86,13175,32.46285,-82.92951,39988,52.9,12,12.39,0.49,20.5,33.32,-0.009058687,-0.639663,0.185387,0.211436,-0.52023,0.16031,0.342052,93,884830.4,3599291
87,13177,31.77659,-84.13731,16250,78.2,13.7,6.5,0.7,12.6,19.22,-0.293686109,0.296888,0.484731,-1.706358,-0.349831,-0.932285,-0.471682,136,770455.5,3520161
88,13179,31.8,-81.46192,52745,32.9,13.4,3.38,3.85,17.2,39.15,0.143902473,-1.380019,0.431906,-2.722235,2.206156,-0.296091,0.67851,127,1014742,3537225
89,13181,33.79269,-82.45213,7442,100,8.2,14.27,0.26,17.8,38.19,-0.399297295,1.103876,-0.483734,0.823567,-0.706858,-0.213109,0.623107,40,919396.5,3752562
90,13183,31.75881,-81.74702,6202,100,5.2,8.53,2.02,23.7,21.75,-0.414165355,1.103876,-1.011988,-1.045386,0.721249,0.60288,-0.325671,129,1004544,3517834
91,13185,30.83468,-83.26782,75981,47.6,16.3,8.99,1.53,19.9,31.88,0.422510728,-0.835858,0.942551,-0.895609,0.323651,0.077328,0.258947,172,864781.1,3419313
92,13187,34.5745,-84.00225,14573,78.6,11.1,9.29,0.76,15.3,1.41,-0.313793961,0.311695,0.026911,-0.797929,-0.301146,-0.558867,-1.499525,13,772600,3832429
93,13189,33.47773,-82.4819,20119,65.9,10.4,11.16,0.22,21.6,36.38,-0.247295364,-0.158432,-0.096348,-0.189054,-0.739315,0.312443,0.518649,53,917730.9,3716368
94,13191,31.47999,-81.37239,8634,100,8.7,12.8,0.27,22.3,43.34,-0.385004773,1.103876,-0.395692,0.344933,-0.698744,0.409256,0.920322,147,1030500,3500535
95,13193,32.35407,-84.03763,13114,65.6,10.1,12.05,0.98,29.2,58.72,-0.331287912,-0.169537,-0.149174,0.100732,-0.122632,1.363547,1.807926,105,777055.3,3584821
96,13195,34.12847,-83.20978,21050,100,9.7,10.98,0.81,15.7,8.32,-0.236132329,1.103876,-0.219607,-0.247662,-0.260574,-0.503545,-1.100738,29,848638.8,3785405
97,13197,32.35272,-84.52615,5590,100,4.6,12.02,0.43,28.2,41.32,-0.421503462,1.103876,-1.117639,0.090964,-0.568916,1.225244,0.803745,101,732876.8,3584393
98,13199,33.04341,-84.68501,22411,82.3,6.7,12.79,0.31,22.4,44.62,-0.219813435,0.448661,-0.747861,0.341677,-0.666287,0.423086,0.994193,73,715359.8,3660275
99,13201,31.1645,-84.72942,6280,100,8.2,15.16,0.41,22.1,27.48,-0.413230106,1.103876,-0.483734,1.113353,-0.585144,0.381595,0.005016,162,716369.8,3451034
100,13205,31.22383,-84.19464,20275,56.2,7.8,12.31,0.58,28.7,47.91,-0.245424867,-0.517504,-0.554168,0.185388,-0.447202,1.294396,1.184064,157,766238.6,3453930
101,13207,33.01281,-83.91312,17113,75.1,12.9,9.6,0.93,13.8,31.78,-0.283338419,0.182132,0.343863,-0.696992,-0.163203,-0.766321,0.253176,78,790338.7,3660608
102,13209,32.16757,-82.52981,7163,98.6,10.1,12.26,1.44,24.5,28.27,-0.402642608,1.052051,-0.149174,0.169108,0.250623,0.713523,0.050608,112,920887.4,3568473
103,13211,33.59285,-83.49307,12883,73,11,12.69,0.83,15,34.74,-0.334057687,0.104395,0.009303,0.309117,-0.244346,-0.600357,0.424002,45,825920.1,3717990
104,13213,34.78193,-84.74823,26147,89,5.5,7.69,0.5,11.3,0.26,-0.175017409,0.69668,-0.959163,-1.318892,-0.512116,-1.112079,-1.565893,3,707834.3,3854188
105,13215,32.51071,-84.87497,179278,3.2,16.6,10.31,3.4,18.6,37.95,1.661080059,-2.479449,0.995376,-0.465815,1.841015,-0.102466,0.609257,98,700833.7,3598228
106,13217,33.55318,-83.84438,41808,76,9.5,10.14,0.78,14.4,22.35,0.012763787,0.215448,-0.254824,-0.521167,-0.284917,-0.683339,-0.291044,50,793263.9,3719734
107,13219,33.83733,-83.43728,17618,95.2,28.4,8.67,0.98,7.9,7.37,-0.277283282,0.92619,3.073174,-0.999802,-0.122632,-1.58231,-1.155564,42,830735.9,3750903
108,13221,33.88098,-83.08201,9763,100,12.8,11.37,0.62,16.2,24.74,-0.371467644,1.103876,0.326255,-0.120677,-0.414745,-0.434394,-0.153114,37,863291.8,3756777
109,13223,33.92253,-84.86584,41611,93.7,7.6,7.12,0.66,8.8,3.94,0.010401684,0.870664,-0.589385,-1.504484,-0.382288,-1.457837,-1.353515,35,695329.2,3758093
110,13225,32.56372,-83.82774,21189,61.3,15.2,10.03,1.62,24,47.53,-0.234465668,-0.328714,0.748858,-0.556984,0.396679,0.644371,1.162134,94,798061.4,3609091
111,13227,34.46452,-84.46498,14432,100,9,12.44,0.2,12.8,1.48,-0.315484603,1.103876,-0.342867,0.227716,-0.755543,-0.904624,-1.495485,19,733846.7,3812828
112,13229,31.35624,-82.21519,13328,74.4,6.3,11.07,0.7,21.3,11.69,-0.328721972,0.15622,-0.818295,-0.218358,-0.349831,0.270952,-0.90625,151,953533.8,3482044
113,13231,33.0909,-84.38639,10224,100,9.3,11.94,0.82,13.4,20.04,-0.365940083,1.103876,-0.290041,0.064916,-0.25246,-0.821643,-0.424358,76,744180.8,3665561
114,13233,33.99916,-85.18202,33815,66.5,6.8,13.72,0.95,16.3,14.3,-0.083075246,-0.136221,-0.730253,0.644487,-0.146975,-0.420563,-0.755623,34,668031.4,3764766
115,13235,32.23708,-83.4736,8108,56.5,10.7,14.15,1.76,24.3,32.46,-0.391311708,-0.506399,-0.043523,0.784495,0.510279,0.685862,0.29242,111,833819.6,3567447
116,13237,33.32057,-83.37302,14137,66.5,11.7,11.61,1.85,16.4,32.79,-0.319021762,-0.136221,0.132562,-0.042533,0.583307,-0.406733,0.311465,63,840169.1,3695254
117,13239,31.85898,-85.01192,2209,100,7.3,17.07,0.95,33,49.93,-0.462042905,1.103876,-0.64221,1.735252,-0.146975,1.889099,1.300641,130,686875.4,3524124
118,13241,34.88129,-83.40143,11648,100,11.6,17.18,1.13,13.6,0.35,-0.348865795,1.103876,0.114953,1.771068,-0.000919,-0.793982,-1.560699,1,824645.5,3864805
119,13243,31.76276,-84.75803,8023,53.5,6,16.08,0.86,35.9,58.17,-0.392330889,-0.617452,-0.87112,1.412906,-0.220003,2.290179,1.776185,134,712437.1,3519627
120,13245,33.35938,-82.074,189719,9.9,17.3,9.35,3.01,18.2,41.96,1.78627152,-2.231429,1.118635,-0.778393,1.524559,-0.157787,0.84068,59,954272.3,3697862
121,13247,33.65017,-84.02657,54091,59.2,18.1,7.64,2.01,6.2,8.03,0.160041512,-0.406451,1.259503,-1.335172,0.713135,-1.817425,-1.117474,48,777759,3729605
122,13249,32.26283,-84.32046,3588,100,8,13.38,0.25,19.9,34.09,-0.445508184,1.103876,-0.518951,0.533782,-0.714972,0.077328,0.38649,110,752973.1,3570222
123,13251,32.74871,-81.61441,13842,79.3,8.6,14.02,0.61,22.9,44.69,-0.322558922,0.337607,-0.4133,0.742167,-0.422859,0.492237,0.998233,81,1004028,3641918
124,13253,30.93315,-84.86705,9010,69.4,7.8,14.2,5.69,29.1,32.74,-0.380496393,-0.028869,-0.554168,0.800775,3.699177,1.349717,0.308579,171,704495.6,3422002
125,13255,33.26204,-84.28494,54457,53.6,11.1,11.12,0.77,15.6,29.08,0.164429987,-0.613751,0.026911,-0.202078,-0.293031,-0.517376,0.097355,67,754916.2,3685029
126,13257,34.55581,-83.29396,23257,64.5,13.1,14.88,1.09,17,11.81,-0.209669581,-0.210257,0.37908,1.022184,-0.033376,-0.323751,-0.899324,14,842085.9,3827075
127,13259,32.07813,-84.83704,5654,100,8,16.29,0.16,31.4,63.46,-0.420736078,1.103876,-0.518951,1.481283,-0.788,1.667814,2.081479,120,703256.8,3552857
128,13261,32.04234,-84.19643,30228,45.4,15.9,11.45,0.59,24.8,46.53,-0.126084706,-0.917297,0.872117,-0.094629,-0.439088,0.755013,1.104422,122,763457.1,3551752
129,13263,32.70756,-84.52831,6524,97.9,7.1,13.5,0.34,24.9,62.34,-0.410304455,1.026138,-0.677427,0.572854,-0.641944,0.768844,2.016842,87,734217.9,3623162
130,13265,33.56681,-82.88324,1915,100,5.6,19.22,0.78,31.9,61.36,-0.465568074,1.103876,-0.941554,2.435296,-0.284917,1.736966,1.960285,51,884376.9,3717493
131,13267,32.04266,-82.06064,17722,79.3,6.5,12.5,2.05,21.9,29.19,-0.276036283,0.337607,-0.783078,0.247252,0.745592,0.353934,0.103703,114,963427.8,3560039
132,13269,32.55433,-84.25144,7642,100,7.1,14.43,0.48,29.5,43.21,-0.396899221,1.103876,-0.677427,0.875664,-0.528344,1.405038,0.91282,92,759410.8,3608179
133,13271,31.93476,-82.94098,11000,72.6,8.6,16.25,0.04,27.3,34.45,-0.356635556,0.089588,-0.4133,1.468259,-0.885371,1.100771,0.407266,125,882069.4,3534470
134,13273,31.77555,-84.43589,10653,50.3,9.2,14.18,0.25,29.1,59.9,-0.360796214,-0.735909,-0.30765,0.794263,-0.714972,1.349717,1.876026,132,743031.8,3522636
135,13275,30.86482,-83.91853,38986,55.2,13.4,13.3,0.72,22.6,37.93,-0.021073039,-0.554522,0.431906,0.507734,-0.333603,0.450747,0.608102,168,795506.2,3421725
136,13277,31.45664,-83.52609,34998,51.1,14,10.69,2.77,22.9,26.68,-0.068890638,-0.706295,0.537556,-0.342087,1.329818,0.492237,-0.041153,150,831682.3,3487715
137,13279,32.12311,-82.33542,24072,35.7,11.4,11.65,0.9,24,23.38,-0.199897429,-1.27637,0.079736,-0.029509,-0.187546,0.644371,-0.231601,113,941734.4,3567586
138,13281,34.91864,-83.73908,6754,100,11.4,22.96,1.36,14,0,-0.40754667,1.103876,0.079736,3.653046,0.185709,-0.738661,-1.580898,2,797981.7,3872640
139,13283,32.40461,-82.5651,5994,53.3,6.3,14.98,0.13,27.1,33.1,-0.416659352,-0.624856,-0.818295,1.054745,-0.812343,1.073111,0.329355,107,919077.6,3595170
140,13285,33.03331,-85.02819,55536,44,13.6,12.93,0.99,16.3,30.03,0.177367597,-0.969122,0.467122,0.387261,-0.114518,-0.420563,0.152181,75,682616.8,3660254
141,13287,31.71623,-83.6274,8703,44.5,7.2,13.56,0.35,31.3,40.66,-0.384177437,-0.950613,-0.659819,0.59239,-0.63383,1.653984,0.765655,137,819399.6,3514927
142,13289,32.66598,-83.42609,9806,100,4.8,10.43,0.22,26,45.93,-0.370952058,1.103876,-1.082422,-0.426743,-0.739315,0.920977,1.069795,86,832935,3623868
143,13291,34.83436,-83.99088,11993,100,10.1,17.55,0.88,18.3,0.1,-0.344729117,1.103876,-0.149174,1.891541,-0.203775,-0.143957,-1.575127,7,777040.1,3858779
144,13293,32.87929,-84.29827,26300,65.3,9,14.81,0.57,14.7,27.78,-0.173182883,-0.180642,-0.342867,0.999392,-0.455316,-0.641848,0.02233,83,752165.2,3639192
145,13295,34.7309,-85.2963,58340,44.8,8.4,12.8,0.42,12.8,3.73,0.210988597,-0.939507,-0.448517,0.344933,-0.57703,-0.904624,-1.365634,8,658870.4,3842167
146,13297,33.78311,-83.73768,38586,61.2,9.4,10.64,0.65,13.2,18.37,-0.025869187,-0.332415,-0.272433,-0.358367,-0.390402,-0.849303,-0.520736,43,800384.3,3742691
147,13299,31.05156,-82.42208,35471,54.2,10.4,13.89,0.62,21.1,25.88,-0.063219192,-0.59154,-0.096348,0.699839,-0.414745,0.243292,-0.087322,154,938349.6,3446675
